wid,model,regime_changed,auc_post,mcc_post,bal_post,acc_post,ece_post,dsi_post,acc_pre,DR
14,garch,1,0.7571093750000001,0.0,0.5,0.691358024691358,0.013541130078895292,0.9726710785578174,0.5480769230769231,-0.2614251678579162
14,majority,1,0.5,0.0,0.5,0.691358024691358,0.30864197530864196,1.0,0.5480769230769231,0.0
15,tcn,1,0.7352568867004228,0.3627741740064403,0.6673247549588889,0.7307692307692308,0.0870230686492645,0.5949836367290022,0.7274305555555556,-0.004589682393978396
15,anfis,1,0.536122215876642,0.022326884690338597,0.5020977024118086,0.32253086419753085,0.2769645547701253,0.8712734672835081,0.23717948717948717,-0.35985985985985985
15,har,1,0.4548829240434037,0.0,0.5,0.6820987654320988,0.014801292220491091,0.9999987019681188,0.7564102564102564,0.09824231010671682
15,garch,1,0.6911215569125335,0.0,0.5,0.6820987654320988,0.007185224769713117,0.9749068317579185,0.7564102564102564,0.09824231010671682
15,majority,1,0.5,0.0,0.5,0.6820987654320988,0.31790123456790126,1.0,0.7564102564102564,0.0
16,tcn,1,0.6843474014945652,0.2622035306660231,0.6313264266304348,0.6426282051282051,0.07356240425127533,0.6294614912102914,0.7482638888888888,0.14117437087274676
16,anfis,1,0.5755600774622274,-0.08562335277109982,0.47811790380135066,0.4027777777777778,0.17796507304143394,0.8587688310455992,0.4230769230769231,0.04797979797979794
16,har,1,0.5391292380587258,0.0,0.5,0.5879629629629629,0.07934547165534467,0.9999329793858915,0.592948717948718,0.008408408408408504
16,garch,1,0.4479833279267058,0.0,0.5,0.5879629629629629,0.07466132070347103,0.9762948136821208,0.592948717948718,0.008408408408408504
16,majority,1,0.5,0.0,0.5,0.5879629629629629,0.41203703703703703,1.0,0.592948717948718,0.0
17,tcn,1,0.7630630157145111,0.3735971764111241,0.6823461396962212,0.6586538461538461,0.17436636887037027,0.5490447352583699,0.6475694444444444,-0.017116931326046633
17,anfis,1,0.6449079089924161,-0.057013782452158546,0.4879275653923541,0.43209876543209874,0.18514418385830922,0.8642183368496257,0.49038461538461536,0.11885741951101429
17,har,1,0.689570112985606,0.0,0.5,0.5617283950617284,0.10556613950589666,0.9997174611718488,0.5096153846153846,-0.10225949219659929
17,garch,1,0.6578316050147036,0.0892233620092308,0.5070422535211268,0.5679012345679012,0.0906980563774007,0.9434274973349133,0.5096153846153846,-0.11437223386908922
17,majority,1,0.5,0.0,0.5,0.5617283950617284,0.4382716049382716,1.0,0.5096153846153846,0.0
18,tcn,1,0.8122228332728783,0.31115822029990003,0.6427840117945778,0.5360576923076923,0.387278049133527,0.49460856120941954,0.6232638888888888,0.1399185772444825
18,anfis,1,0.46105522119228576,-0.13532788324761763,0.4287330316742082,0.4027777777777778,0.26345403899848197,0.6137816643835947,0.4775641025641026,0.15659955257270694
18,har,1,0.6971510785045908,0.0,0.5,0.6820987654320988,0.014527003277537143,0.9997930803848812,0.5192307692307693,-0.3136716963877457
18,garch,1,0.701038966744278,0.053988604826029504,0.5141128146553617,0.6712962962962963,0.06607859590142384,0.8632320607049014,0.5192307692307693,-0.29286694101508903
18,majority,1,0.5,0.0,0.5,0.6820987654320988,0.31790123456790126,1.0,0.5192307692307693,0.0
19,tcn,1,0.5242178766672282,0.06898205536888381,0.5415180007044087,0.5761217948717948,0.30021781186597085,0.5450366904031589,0.6631944444444444,0.1312927909786549
19,anfis,1,0.6106431126359588,0.11222324208639833,0.5475947149426965,0.31635802469135804,0.3581450538778747,0.8318524485392235,0.40705128205128205,0.2228054826480023
19,har,1,0.32821373822906774,0.0,0.5,0.7947530864197531,0.12813780538035055,0.9990499491524623,0.5192307692307693,-0.5306355738454502
19,garch,1,0.3980874516388057,-0.10596398633179392,0.47378640776699027,0.7530864197530864,0.16016855637119443,0.8372108405108276,0.5576923076923077,-0.3503618561089825
19,majority,1,0.5,0.0,0.5,0.7947530864197531,0.2052469135802469,1.0,0.5192307692307693,0.0
20,tcn,0,0.6206975327444411,0.1656019140431825,0.5811757538836431,0.7211538461538461,0.14964545978448138,0.6260782409264039,0.6649305555555556,-0.08455513155252053
20,anfis,0,0.5946205707339824,-0.05322610736102085,0.4836892764766576,0.24228395061728394,0.35007771550689215,0.8911351358426752,0.23717948717948717,-0.021521521521521536
20,har,0,0.570748116634394,0.0,0.5,0.7854938271604939,0.11797746799436343,0.9977199553008176,0.8205128205128205,0.04267939814814806
20,garch,0,0.5573914149623327,-0.011056647006657963,0.49735692781727464,0.7608024691358025,0.12658402073170744,0.8146422100212181,0.8205128205128205,0.07277199074074064
20,majority,0,0.5,0.0,0.5,0.7854938271604939,0.21450617283950618,1.0,0.8205128205128205,0.0
21,tcn,1,0.5886993603411514,0.10588372626493692,0.5513554675601584,0.7211538461538461,0.17516480246558785,0.8038108892921846,0.6666666666666666,-0.08173076923076927
21,anfis,1,0.6267774470899471,0.0,0.5,0.2222222222222222,0.3884689275313307,0.8897925339856374,0.22756410256410256,0.02347417840375591
21,har,1,0.46363811728395066,0.0,0.5,0.7777777777777778,0.10991509809357569,0.999505379353753,0.7756410256410257,-0.0027548209366391086
21,garch,1,0.5339643959435627,0.0,0.5,0.7777777777777778,0.08398704354404479,0.9556961553521411,0.7756410256410257,-0.0027548209366391086
21,majority,1,0.5,0.0,0.5,0.7777777777777778,0.2222222222222222,1.0,0.7756410256410257,0.0
22,tcn,1,0.7799532690061011,0.45135467623116154,0.7174018865475315,0.7443910256410257,0.07353740001025683,0.5529395536179355,0.7881944444444444,0.055574381565570936
22,anfis,1,0.7817338709677419,0.0,0.5,0.38271604938271603,0.24381326700066347,0.9060176981113264,0.21153846153846154,-0.8092031425364757
22,har,1,0.6681854838709677,0.0,0.5,0.6172839506172839,0.05075765901421586,0.9991854870784116,0.7884615384615384,0.21710328214393257
22,garch,1,0.7202620967741935,0.0,0.5,0.6172839506172839,0.12182009055392613,0.9675908574699638,0.7884615384615384,0.21710328214393257
22,majority,1,0.5,0.0,0.5,0.6172839506172839,0.38271604938271603,1.0,0.7884615384615384,0.0
23,tcn,1,0.695529513888889,0.2286455762048963,0.6131365740740741,0.578525641025641,0.21215472468294397,0.875254429174045,0.6892361111111112,0.160627785312924
23,anfis,1,0.7601478068271617,0.026362835930239005,0.5011185682326622,0.3117283950617284,0.27293333305436884,0.9031636969505807,0.4935897435897436,0.36844636844636847
23,har,1,0.3602346210780548,0.0,0.5,0.6898148148148148,0.02263462045894049,0.9998228007911573,0.5064102564102564,-0.3621659634317862
23,garch,1,0.6819482008303004,-0.044739673876774154,0.4879628702126949,0.654320987654321,0.0813763138595821,0.7836043484517493,0.5064102564102564,-0.29207688701359596
23,majority,1,0.5,0.0,0.5,0.6898148148148148,0.3101851851851852,1.0,0.5064102564102564,0.0
24,tcn,1,0.5305348377637534,0.00797153074201017,0.5047571237330273,0.5809294871794872,0.26428132773771024,0.649717936857511,0.609375,0.046679815910585065
24,anfis,1,0.5634701931731635,0.0032761925696697253,0.5008031572388008,0.24537037037037038,0.34314819761080506,0.8896227918350256,0.36538461538461536,0.32846003898635473
24,har,1,0.5553139929377553,0.0,0.5,0.779320987654321,0.11197248961293957,0.9997915163401555,0.6121794871794872,-0.27302695365522583
24,garch,1,0.5124835560479125,0.0,0.5,0.779320987654321,0.11016072104717642,0.9740598649170311,0.6121794871794872,-0.27302695365522583
24,majority,1,0.5,0.0,0.5,0.779320987654321,0.22067901234567902,1.0,0.6121794871794872,0.0
25,tcn,1,0.6498744507219083,0.15745699299480892,0.5777150031387319,0.5625,0.19865360961128503,0.5325141351217357,0.8055555555555556,0.30172413793103453
25,anfis,1,0.6768544491195263,0.02803921833204453,0.5022206638616176,0.42901234567901236,0.18461396871709526,0.8523273658368571,0.10897435897435898,-2.9368191721132897
25,har,1,0.5891479663394109,0.0,0.5,0.5740740740740741,0.09303054515902409,0.9991169860384834,0.9102564102564102,0.36932707355242567
25,garch,1,0.6003779024466261,0.0,0.5,0.5740740740740741,0.08768633498033165,0.9583770789338778,0.9102564102564102,0.36932707355242567
